event_id,journey_id,account_id,event_timestamp,event_step,event_status,selected_action,channel_source,risk_band,eligibility_result
EVT-0000089,JRN-000015,ACC-11046,2026-03-10 01:28:59,account_summary_viewed,ok,,email_link,low,eligible
EVT-0000090,JRN-000015,ACC-11046,2026-03-10 01:29:24,action_selected,ok,promise_to_pay,email_link,low,eligible
EVT-0000091,JRN-000015,ACC-11046,2026-03-10 01:30:44,promise_to_pay_submitted,ok,,email_link,low,eligible
EVT-0000092,JRN-000015,ACC-11046,2026-03-10 01:33:31,confirmation_shown,ok,,email_link,low,eligible
EVT-0000093,JRN-000016,ACC-11957,2026-03-03 02:29:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000094,JRN-000016,ACC-11957,2026-03-03 02:29:44,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000095,JRN-000016,ACC-11957,2026-03-03 02:31:10,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000096,JRN-000016,ACC-11957,2026-03-03 02:33:32,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000097,JRN-000016,ACC-11957,2026-03-03 02:36:17,action_selected,ok,support,sms_link,high,ineligible
EVT-0000098,JRN-000016,ACC-11957,2026-03-03 02:36:41,routed_to_agent,routed,,sms_link,high,ineligible
EVT-0000099,JRN-000017,ACC-10004,2026-02-02 16:19:00,portal_landing,ok,,manual_url,low,eligible
EVT-0000100,JRN-000017,ACC-10004,2026-02-02 16:20:47,identity_verification_started,ok,,manual_url,low,eligible
EVT-0000101,JRN-000017,ACC-10004,2026-02-02 16:21:56,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0000102,JRN-000017,ACC-10004,2026-02-02 16:22:15,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0000103,JRN-000017,ACC-10004,2026-02-02 16:22:54,action_selected,ok,promise_to_pay,manual_url,low,eligible
EVT-0000104,JRN-000017,ACC-10004,2026-02-02 16:24:24,promise_to_pay_submitted,ok,,manual_url,low,eligible
EVT-0000105,JRN-000017,ACC-10004,2026-02-02 16:25:47,confirmation_shown,ok,,manual_url,low,eligible
EVT-0000106,JRN-000018,ACC-10337,2026-02-02 20:38:00,portal_landing,ok,,manual_url,low,ineligible
EVT-0000107,JRN-000018,ACC-10337,2026-02-02 20:40:47,identity_verification_started,ok,,manual_url,low,ineligible
EVT-0000108,JRN-000018,ACC-10337,2026-02-02 20:41:05,identity_verification_passed,ok,,manual_url,low,ineligible
EVT-0000109,JRN-000018,ACC-10337,2026-02-02 20:43:43,account_summary_viewed,ok,,manual_url,low,ineligible
EVT-0000110,JRN-000018,ACC-10337,2026-02-02 20:46:06,action_selected,ok,support,manual_url,low,ineligible
EVT-0000111,JRN-000018,ACC-10337,2026-02-02 20:47:42,routed_to_agent,routed,,manual_url,low,ineligible
EVT-0000112,JRN-000019,ACC-11050,2026-03-11 21:37:00,portal_landing,ok,,sms_link,low,eligible
EVT-0000113,JRN-000019,ACC-11050,2026-03-11 21:38:03,identity_verification_started,ok,,sms_link,low,eligible
EVT-0000114,JRN-000019,ACC-11050,2026-03-11 21:39:51,identity_verification_passed,ok,,sms_link,low,eligible
EVT-0000115,JRN-000019,ACC-11050,2026-03-11 21:40:45,account_summary_viewed,ok,,sms_link,low,eligible
EVT-0000116,JRN-000019,ACC-11050,2026-03-11 21:41:04,action_selected,ok,payment_plan,sms_link,low,eligible
EVT-0000117,JRN-000019,ACC-11050,2026-03-11 21:42:09,plan_eligibility_checked,ok,,sms_link,low,eligible
EVT-0000118,JRN-000019,ACC-11050,2026-03-11 21:42:25,plan_option_viewed,ok,,sms_link,low,eligible
EVT-0000119,JRN-000019,ACC-11050,2026-03-11 21:43:20,journey_abandoned,abandoned,,sms_link,low,eligible
EVT-0000120,JRN-000020,ACC-10760,2026-03-05 14:48:00,portal_landing,ok,,email_link,high,ineligible
EVT-0000121,JRN-000020,ACC-10760,2026-03-05 14:49:14,identity_verification_started,ok,,email_link,high,ineligible
EVT-0000122,JRN-000020,ACC-10760,2026-03-05 14:51:23,identity_verification_passed,ok,,email_link,high,ineligible
EVT-0000123,JRN-000020,ACC-10760,2026-03-05 14:51:40,account_summary_viewed,ok,,email_link,high,ineligible
EVT-0000124,JRN-000020,ACC-10760,2026-03-05 14:53:24,action_selected,ok,payment_plan,email_link,high,ineligible
EVT-0000125,JRN-000020,ACC-10760,2026-03-05 14:56:12,plan_eligibility_checked,ok,,email_link,high,ineligible
EVT-0000126,JRN-000020,ACC-10760,2026-03-05 14:57:43,routed_to_agent,routed,,email_link,high,ineligible
EVT-0000127,JRN-000021,ACC-12398,2026-02-03 02:31:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000128,JRN-000021,ACC-12398,2026-02-03 02:31:29,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000129,JRN-000021,ACC-12398,2026-02-03 02:33:40,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000130,JRN-000021,ACC-12398,2026-02-03 02:35:31,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000131,JRN-000021,ACC-12398,2026-02-03 02:36:23,action_selected,ok,support,sms_link,high,ineligible
EVT-0000132,JRN-000021,ACC-12398,2026-02-03 02:37:53,routed_to_agent,routed,,sms_link,high,ineligible
EVT-0000133,JRN-000022,ACC-10517,2026-03-03 18:33:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000134,JRN-000022,ACC-10517,2026-03-03 18:34:58,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000135,JRN-000022,ACC-10517,2026-03-03 18:35:37,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000136,JRN-000022,ACC-10517,2026-03-03 18:36:22,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000137,JRN-000022,ACC-10517,2026-03-03 18:38:55,action_selected,ok,update_details,sms_link,high,ineligible
EVT-0000138,JRN-000022,ACC-10517,2026-03-03 18:41:06,journey_abandoned,abandoned,,sms_link,high,ineligible
EVT-0000139,JRN-000023,ACC-11277,2026-02-25 14:55:00,portal_landing,ok,,manual_url,high,ineligible
EVT-0000140,JRN-000023,ACC-11277,2026-02-25 14:56:01,identity_verification_started,ok,,manual_url,high,ineligible
EVT-0000141,JRN-000023,ACC-11277,2026-02-25 14:57:24,identity_verification_passed,ok,,manual_url,high,ineligible
EVT-0000142,JRN-000023,ACC-11277,2026-02-25 14:59:23,account_summary_viewed,ok,,manual_url,high,ineligible
EVT-0000143,JRN-000023,ACC-11277,2026-02-25 15:00:39,action_selected,ok,update_details,manual_url,high,ineligible
EVT-0000144,JRN-000023,ACC-11277,2026-02-25 15:01:05,confirmation_shown,ok,,manual_url,high,ineligible
EVT-0000145,JRN-000024,ACC-11861,2026-02-22 10:54:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000146,JRN-000024,ACC-11861,2026-02-22 10:56:33,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000147,JRN-000024,ACC-11861,2026-02-22 10:58:37,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000148,JRN-000024,ACC-11861,2026-02-22 11:00:52,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000149,JRN-000024,ACC-11861,2026-02-22 11:01:26,action_selected,ok,promise_to_pay,sms_link,high,ineligible
EVT-0000150,JRN-000024,ACC-11861,2026-02-22 11:01:51,promise_to_pay_submitted,ok,,sms_link,high,ineligible
EVT-0000151,JRN-000024,ACC-11861,2026-02-22 11:02:29,confirmation_shown,ok,,sms_link,high,ineligible
EVT-0000152,JRN-000025,ACC-10259,2026-03-06 19:18:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000153,JRN-000025,ACC-10259,2026-03-06 19:19:37,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000154,JRN-000025,ACC-10259,2026-03-06 19:20:47,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000155,JRN-000025,ACC-10259,2026-03-06 19:21:11,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000156,JRN-000025,ACC-10259,2026-03-06 19:22:15,action_selected,ok,payment_plan,sms_link,high,ineligible
EVT-0000157,JRN-000025,ACC-10259,2026-03-06 19:23:11,plan_eligibility_checked,ok,,sms_link,high,ineligible
EVT-0000158,JRN-000025,ACC-10259,2026-03-06 19:25:32,routed_to_agent,routed,,sms_link,high,ineligible
EVT-0000159,JRN-000026,ACC-10469,2026-02-08 00:16:00,portal_landing,ok,,email_link,low,eligible
EVT-0000160,JRN-000026,ACC-10469,2026-02-08 00:18:37,identity_verification_started,ok,,email_link,low,eligible
EVT-0000161,JRN-000026,ACC-10469,2026-02-08 00:20:34,identity_verification_passed,ok,,email_link,low,eligible
EVT-0000162,JRN-000026,ACC-10469,2026-02-08 00:21:05,account_summary_viewed,ok,,email_link,low,eligible
EVT-0000163,JRN-000026,ACC-10469,2026-02-08 00:23:18,action_selected,ok,payment_plan,email_link,low,eligible
EVT-0000164,JRN-000026,ACC-10469,2026-02-08 00:24:56,plan_eligibility_checked,ok,,email_link,low,eligible
EVT-0000165,JRN-000026,ACC-10469,2026-02-08 00:26:56,plan_option_viewed,ok,,email_link,low,eligible
EVT-0000166,JRN-000026,ACC-10469,2026-02-08 00:29:39,plan_confirmed,ok,,email_link,low,eligible
EVT-0000167,JRN-000026,ACC-10469,2026-02-08 00:30:11,confirmation_shown,ok,,email_link,low,eligible
EVT-0000168,JRN-000027,ACC-11840,2026-03-11 05:32:00,portal_landing,ok,,manual_url,low,eligible
EVT-0000169,JRN-000027,ACC-11840,2026-03-11 05:33:25,identity_verification_started,ok,,manual_url,low,eligible
EVT-0000170,JRN-000027,ACC-11840,2026-03-11 05:33:45,identity_verification_passed,ok,,manual_url,low,eligible
EVT-0000171,JRN-000027,ACC-11840,2026-03-11 05:34:59,account_summary_viewed,ok,,manual_url,low,eligible
EVT-0000172,JRN-000027,ACC-11840,2026-03-11 05:35:35,action_selected,ok,update_details,manual_url,low,eligible
EVT-0000173,JRN-000027,ACC-11840,2026-03-11 05:36:30,confirmation_shown,ok,,manual_url,low,eligible
EVT-0000174,JRN-000028,ACC-10840,2026-02-08 18:26:00,portal_landing,ok,,manual_url,high,ineligible
EVT-0000175,JRN-000028,ACC-10840,2026-02-08 18:27:21,identity_verification_started,ok,,manual_url,high,ineligible
EVT-0000176,JRN-000028,ACC-10840,2026-02-08 18:28:42,identity_verification_passed,ok,,manual_url,high,ineligible
EVT-0000177,JRN-000028,ACC-10840,2026-02-08 18:31:19,account_summary_viewed,ok,,manual_url,high,ineligible
EVT-0000178,JRN-000028,ACC-10840,2026-02-08 18:33:01,action_selected,ok,payment_plan,manual_url,high,ineligible
EVT-0000179,JRN-000028,ACC-10840,2026-02-08 18:35:08,plan_eligibility_checked,ok,,manual_url,high,ineligible
EVT-0000180,JRN-000028,ACC-10840,2026-02-08 18:36:19,routed_to_agent,routed,,manual_url,high,ineligible
EVT-0000181,JRN-000029,ACC-12109,2026-03-02 16:02:00,portal_landing,ok,,manual_url,medium,ineligible
EVT-0000182,JRN-000029,ACC-12109,2026-03-02 16:04:11,identity_verification_started,ok,,manual_url,medium,ineligible
EVT-0000183,JRN-000029,ACC-12109,2026-03-02 16:05:47,identity_verification_passed,ok,,manual_url,medium,ineligible
EVT-0000184,JRN-000029,ACC-12109,2026-03-02 16:08:37,account_summary_viewed,ok,,manual_url,medium,ineligible
EVT-0000185,JRN-000029,ACC-12109,2026-03-02 16:08:54,action_selected,ok,payment_plan,manual_url,medium,ineligible
EVT-0000186,JRN-000029,ACC-12109,2026-03-02 16:10:35,plan_eligibility_checked,ok,,manual_url,medium,ineligible
EVT-0000187,JRN-000029,ACC-12109,2026-03-02 16:13:14,routed_to_agent,routed,,manual_url,medium,ineligible
EVT-0000188,JRN-000030,ACC-11312,2026-02-22 11:47:00,portal_landing,ok,,sms_link,low,ineligible
EVT-0000189,JRN-000030,ACC-11312,2026-02-22 11:47:40,identity_verification_started,ok,,sms_link,low,ineligible
EVT-0000190,JRN-000030,ACC-11312,2026-02-22 11:48:49,identity_verification_passed,ok,,sms_link,low,ineligible
EVT-0000191,JRN-000030,ACC-11312,2026-02-22 11:49:33,account_summary_viewed,ok,,sms_link,low,ineligible
EVT-0000192,JRN-000030,ACC-11312,2026-02-22 11:51:56,action_selected,ok,payment_plan,sms_link,low,ineligible
EVT-0000193,JRN-000030,ACC-11312,2026-02-22 11:52:07,plan_eligibility_checked,ok,,sms_link,low,ineligible
EVT-0000194,JRN-000030,ACC-11312,2026-02-22 11:54:16,routed_to_agent,routed,,sms_link,low,ineligible
EVT-0000195,JRN-000031,ACC-11072,2026-02-09 11:26:00,portal_landing,ok,,sms_link,low,eligible
EVT-0000196,JRN-000031,ACC-11072,2026-02-09 11:27:15,identity_verification_started,ok,,sms_link,low,eligible
EVT-0000197,JRN-000031,ACC-11072,2026-02-09 11:29:55,identity_verification_passed,ok,,sms_link,low,eligible
EVT-0000198,JRN-000031,ACC-11072,2026-02-09 11:31:44,account_summary_viewed,ok,,sms_link,low,eligible
EVT-0000199,JRN-000031,ACC-11072,2026-02-09 11:32:58,action_selected,ok,promise_to_pay,sms_link,low,eligible
EVT-0000200,JRN-000031,ACC-11072,2026-02-09 11:35:06,promise_to_pay_submitted,ok,,sms_link,low,eligible
EVT-0000201,JRN-000031,ACC-11072,2026-02-09 11:36:36,confirmation_shown,ok,,sms_link,low,eligible
EVT-0000202,JRN-000032,ACC-12456,2026-03-04 06:20:00,portal_landing,ok,,email_link,low,eligible
EVT-0000203,JRN-000032,ACC-12456,2026-03-04 06:22:56,identity_verification_started,ok,,email_link,low,eligible
EVT-0000204,JRN-000032,ACC-12456,2026-03-04 06:25:18,identity_verification_passed,ok,,email_link,low,eligible
EVT-0000205,JRN-000032,ACC-12456,2026-03-04 06:27:07,account_summary_viewed,ok,,email_link,low,eligible
EVT-0000206,JRN-000032,ACC-12456,2026-03-04 06:27:31,action_selected,ok,support,email_link,low,eligible
EVT-0000207,JRN-000032,ACC-12456,2026-03-04 06:29:36,routed_to_agent,routed,,email_link,low,eligible
EVT-0000208,JRN-000033,ACC-11442,2026-02-04 04:39:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000209,JRN-000033,ACC-11442,2026-02-04 04:40:17,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000210,JRN-000033,ACC-11442,2026-02-04 04:41:06,identity_verification_failed,failed,,sms_link,high,ineligible
EVT-0000211,JRN-000033,ACC-11442,2026-02-04 04:43:38,routed_to_agent,routed,,sms_link,high,ineligible
EVT-0000212,JRN-000034,ACC-10932,2026-02-19 01:20:00,portal_landing,ok,,email_link,medium,eligible
EVT-0000213,JRN-000034,ACC-10932,2026-02-19 01:22:31,identity_verification_started,ok,,email_link,medium,eligible
EVT-0000214,JRN-000034,ACC-10932,2026-02-19 01:24:17,identity_verification_passed,ok,,email_link,medium,eligible
EVT-0000215,JRN-000034,ACC-10932,2026-02-19 01:24:54,account_summary_viewed,ok,,email_link,medium,eligible
EVT-0000216,JRN-000034,ACC-10932,2026-02-19 01:26:19,action_selected,ok,update_details,email_link,medium,eligible
EVT-0000217,JRN-000034,ACC-10932,2026-02-19 01:27:18,confirmation_shown,ok,,email_link,medium,eligible
EVT-0000218,JRN-000035,ACC-10322,2026-02-10 15:12:00,portal_landing,ok,,manual_url,high,ineligible
EVT-0000219,JRN-000035,ACC-10322,2026-02-10 15:12:54,identity_verification_started,ok,,manual_url,high,ineligible
EVT-0000220,JRN-000035,ACC-10322,2026-02-10 15:13:42,identity_verification_passed,ok,,manual_url,high,ineligible
EVT-0000221,JRN-000035,ACC-10322,2026-02-10 15:15:39,account_summary_viewed,ok,,manual_url,high,ineligible
EVT-0000222,JRN-000035,ACC-10322,2026-02-10 15:16:29,action_selected,ok,update_details,manual_url,high,ineligible
EVT-0000223,JRN-000035,ACC-10322,2026-02-10 15:18:31,confirmation_shown,ok,,manual_url,high,ineligible
EVT-0000224,JRN-000036,ACC-12404,2026-02-07 06:51:00,portal_landing,ok,,sms_link,low,eligible
EVT-0000225,JRN-000036,ACC-12404,2026-02-07 06:53:50,identity_verification_started,ok,,sms_link,low,eligible
EVT-0000226,JRN-000036,ACC-12404,2026-02-07 06:56:16,identity_verification_passed,ok,,sms_link,low,eligible
EVT-0000227,JRN-000036,ACC-12404,2026-02-07 06:57:50,account_summary_viewed,ok,,sms_link,low,eligible
EVT-0000228,JRN-000036,ACC-12404,2026-02-07 07:00:47,action_selected,ok,promise_to_pay,sms_link,low,eligible
EVT-0000229,JRN-000036,ACC-12404,2026-02-07 07:01:23,journey_abandoned,abandoned,,sms_link,low,eligible
EVT-0000230,JRN-000037,ACC-11125,2026-02-22 23:32:00,portal_landing,ok,,sms_link,high,ineligible
EVT-0000231,JRN-000037,ACC-11125,2026-02-22 23:32:13,identity_verification_started,ok,,sms_link,high,ineligible
EVT-0000232,JRN-000037,ACC-11125,2026-02-22 23:35:09,identity_verification_passed,ok,,sms_link,high,ineligible
EVT-0000233,JRN-000037,ACC-11125,2026-02-22 23:35:57,account_summary_viewed,ok,,sms_link,high,ineligible
EVT-0000234,JRN-000037,ACC-11125,2026-02-22 23:36:10,action_selected,ok,payment_plan,sms_link,high,ineligible
